-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p LSTRD = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p LSTRD = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p FACTOR = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p PS = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p FORMAT = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_END_INT_TIMING = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_UNFINISH_INT_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_FIFO_OVF_INT_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_FIFO_EMPTY_INT_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_END_INT_EN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_BUSY = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_UNFINISH_ERR = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_FIFO_OVF_ERR = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_FIFO_EMPTY_ERR = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p WB_END_FLAG = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p BURST_LEN = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r DSI_CMD_CTL_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF02_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF03_REG -p CONT = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF10_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF11_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF12_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF13_REG -p CONT = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF20_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF20_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF22_REG -p COEF = 0, (default=0)
-c a33 -d DSI -r WBC_CSC_COEF23_REG -p CONT = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR_IRQ_EN_REG -p HS_TMR_INT_EN = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR_IRQ_STAS_REG -p HS_TMR_IRQ_PEND = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p HS_TMR_TEST = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p HS_TMR_MODE = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p HS_TMR_CLK = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p  = 0, (default=2)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p  = 0, (default=4)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p  = 0, (default=8)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p HS_TMR_RELOAD = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR0_CTRL_REG -p HS_TMR_EN = 0, (default=0)
-c a33 -d HighSpeedTimer -r HS_TMR_INTV_LO_REG -p HS_TMR_INTV_VALUE_LO = 0
-c a33 -d HighSpeedTimer -r HS_TMR_INTV_HI_REG -p HS_TMR_INTV_VALUE_HI = 0
-c a33 -d HighSpeedTimer -r HS_TMR_CURNT_LO_REG -p HS_TMR_CUR_VALUE_LO = 0
-c a33 -d HighSpeedTimer -r HS_TMR_CURNT_HI_REG -p HS_TMR_CUR_VALUE_HI = 0
-c a33 -d KEYADC -r KEYADC_CTRL -p FIRST_CONCERT_DLY = 0, (default=1)
-c a33 -d KEYADC -r KEYADC_CTRL -p Reservedto0 = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_CTRL -p CONTINUE_TIME_SELECT = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_CTRL -p KEY_MODE_SELECT = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_CTRL -p LEVELA_B_CNT = 1, (default=1)
-c a33 -d KEYADC -r KEYADC_CTRL -p KEY_ADC_HOLD_KEY_EN = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_CTRL -p KEYADC_HOLD_EN = 1, (default=1)
-c a33 -d KEYADC -r KEYADC_CTRL -p LEVELB_VOL = 0, (default=2)
-c a33 -d KEYADC -r KEYADC_CTRL -p KEYADC_SAMPLE_RATE = 0, (default=2)
-c a33 -d KEYADC -r KEYADC_INTC -p ADC0_KEYUP_IRQ_EN = 1, (default=0)
-c a33 -d KEYADC -r KEYADC_INTC -p ADC0_ALRDY_HOLD_IRQ_EN = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INTC -p ADC0_HOLD_IRQ_EN = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INTC -p ADC0_KEYDOWN_EN = 1, (default=0)
-c a33 -d KEYADC -r KEYADC_INTC -p ADC0_DATA_IRQ_EN = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p ADC0_KEYUP_PENDING = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p KEYADC_EN = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p ADC0_ALRDY_HOLD_PENDING = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p ADC0_HOLDKEY_PENDING = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p ADC0_KEYDOWN_PENDING = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_INT -p ADC0_DATA_PENDING = 0, (default=0)
-c a33 -d KEYADC -r KEYADC_DATA -p KEYADC_DATA = 63, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_CE_SEL = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_DDR_RM = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_DDR_REN = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NF_TYPE = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_CLE_POL = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_ALE_POL = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_DMA_TYPE = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_RAM_METHOD = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_PAGE_SIZE = 4, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_CE_ACT = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_RB_SEL = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_BUS_WIDTH = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_RESET = 0, (default=0)
-c a33 -d NDFC -r NDFC_CTL -p NDFC_EN = 1, (default=0)
-c a33 -d NDFC -r NDFC_ST -p NDFC_RDATA_STA_0 = 0
-c a33 -d NDFC -r NDFC_ST -p NDFC_RDATA_STA_1 = 1
-c a33 -d NDFC -r NDFC_ST -p NDFC_RB_STATE3 = 1
-c a33 -d NDFC -r NDFC_ST -p NDFC_RB_STATE2 = 1
-c a33 -d NDFC -r NDFC_ST -p NDFC_RB_STATE1 = 1
-c a33 -d NDFC -r NDFC_ST -p NDFC_RB_STATE0 = 1
-c a33 -d NDFC -r NDFC_ST -p NDFC_STA = 0, (default=0)
-c a33 -d NDFC -r NDFC_ST -p NDFC_CMD_FIFO_STATUS = 0, (default=0)
-c a33 -d NDFC -r NDFC_ST -p NDFC_DMA_INT_FLAG = 0, (default=0)
-c a33 -d NDFC -r NDFC_ST -p NDFC_CMD_INT_FLAG = 0, (default=0)
-c a33 -d NDFC -r NDFC_ST -p NDFC_RB_B2R = 0, (default=0)
-c a33 -d NDFC -r NDFC_INT -p NDFC_DMA_INT_ENABLE = 0, (default=0)
-c a33 -d NDFC -r NDFC_INT -p NDFC_CMD_INT_ENABLE = 0, (default=0)
-c a33 -d NDFC -r NDFC_INT -p NDFC_B2R_INT_ENABLE = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CTL -p NDFC_READ_PIPE = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CTL -p NDFC_DC_CTL = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p tWC = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p tCCS = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p tCLHZ = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p tCS = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_CDQSS = 0, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_CAD = 7, (default=0)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_RHW = 0, (default=2)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_WHR = 0, (default=1)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_ADL = 0, (default=1)
-c a33 -d NDFC -r NDFC_TIMING_CFG -p T_WB = 0, (default=1)
-c a33 -d NDFC -r NDFC_ADDR_LOW -p ADDR_DATA4 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_LOW -p ADDR_DATA3 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_LOW -p ADDR_DATA2 = 64, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_LOW -p ADDR_DATA1 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_HIGH -p ADDR_DATA8 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_HIGH -p ADDR_DATA7 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_HIGH -p ADDR_DATA6 = 0, (default=0)
-c a33 -d NDFC -r NDFC_ADDR_HIGH -p ADDR_DATA5 = 0, (default=0)
-c a33 -d NDFC -r NDFC_DATA_BLOCK_NUM -p NDFC_DATA_BLOCK_NUM = 1, (default=0)
-c a33 -d NDFC -r NDFC_CNT -p NDFC_DATA_CNT = 46, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_CMD_TYPE = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEND_FOURTH_CMD = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEND_THIRD_CMD = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_ROW_ADDR_AUTO = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_DATA_METHOD = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEQ = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEND_SECOND_CMD = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_WAIT_FLAG = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEND_FIRST_CMD = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_DATA_TRANS = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_ACCESS_DIR = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_SEND_ADR = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_ADR_NUM = 1, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_CMD_HIGH_BYTE = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD -p NDFC_CMD_LOW_BYTE = 5, (default=0)
-c a33 -d NDFC -r NDFC_CMD_SET0 -p NDFC_RANDOM_READ_CMD1 = 0, (default=224)
-c a33 -d NDFC -r NDFC_CMD_SET0 -p NDFC_RANDOM_READ_CMD0 = 0, (default=5)
-c a33 -d NDFC -r NDFC_CMD_SET0 -p NDFC_READ_CMD = 224, (default=48)
-c a33 -d NDFC -r NDFC_CMD_SET1 -p NDFC_READ_CMD0 = 28672, (default=112)
-c a33 -d NDFC -r NDFC_CMD_SET1 -p NDFC_READ_CMD1 = 0, (default=0)
-c a33 -d NDFC -r NDFC_CMD_SET1 -p NDFC_RANDOM_WRITE_CMD = 133, (default=133)
-c a33 -d NDFC -r NDFC_CMD_SET1 -p NDFC_PROGRAM_CMD = 16, (default=16)
-c a33 -d NDFC -r NDFC_IO_DATA -p NDFC_IO_DATA = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_RANDOM_SEED = 25297, (default=19072)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_ECC_MODE = 1, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_RANDOM_SIZE = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_RANDOM_DIRECTION = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_RANDOM_EN = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_ECC_BLOCK_SIZE = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_ECC_EXCEPTION = 1, (default=0)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_ECC_PIPELINE = 1, (default=1)
-c a33 -d NDFC -r NDFC_ECC_CTL -p NDFC_ECC_EN = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_ST -p NDFC_PAT_FOUND = 0, (default=0)
-c a33 -d NDFC -r NDFC_ECC_ST -p NDFC_ECC_ERR = 0, (default=0)
-c a33 -d NDFC -r NDFC_EFR -p NDFC_WP_CTRL = 0, (default=0)
-c a33 -d NDFC -r NDFC_EFR -p NDFC_ECC_DEBUG = 0, (default=0)
-c a33 -d NDFC -r NDFC_ERR_CNT0 -p USER_DATA = 0, (default=4294967295)
-c a33 -d NDFC -r NDFC_EFNAND_STATUS -p EF_NAND_STATUS = 0, (default=0)
-c a33 -d NDFC -r NDFC_SPARE_AREA -p NDFC_SPARE_ADR = 16384, (default=1024)
-c a33 -d NDFC -r NDFC_PAT_ID -p NDFC_RDATA_STA_EN = 1, (default=1)
-c a33 -d NDFC -r NDFC_PAT_ID -p NDFC_RDATA_STA_TH = 87381, (default=0)
-c a33 -d NDFC -r NDFC_RDATA_STA_0 -p BIT_CNT_1 = 368, (default=0)
-c a33 -d NDFC -r NDFC_RDATA_STA_1 -p BIT_CNT_0 = 0, (default=0)
-c a33 -d NDFC -r NDFC_MDMA_ADDR -p MDMA_ADDR = 1124532224, (default=0)
-c a33 -d NDFC -r NDFC_MDMA_CNT -p MDMA_CNT = 1024, (default=0)
-c a33 -d PIO -r PB_CFG0 -p PB7_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB6_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB5_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB4_SELECT = 4, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB3_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB2_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB1_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG0 -p PB0_SELECT = 7, (default=7)
-c a33 -d PIO -r PB_CFG1 -p PB_DAT = 0, (default=0)
-c a33 -d PIO -r PB_DRV0 -p Reserved = 0
-c a33 -d PIO -r PB_DRV1 -p Reserved = 0
-c a33 -d PIO -r PB_PULL1 -p PC7_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC6_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC5_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC4_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC3_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC2_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC1_SELECT = 0, (default=7)
-c a33 -d PIO -r PB_PULL1 -p PC0_SELECT = 0, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC15_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC14_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC13_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC12_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC11_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC10_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC9_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG1 -p PC8_SELECT = 2, (default=7)
-c a33 -d PIO -r PC_CFG2 -p PC16_SELECT = 7, (default=7)
-c a33 -d PIO -r PC_CFG3 -p PC_DAT = 0, (default=0)
-c a33 -d PIO -r PC_DRV0 -p PD7_SELECT = 5, (default=7)
-c a33 -d PIO -r PC_DRV0 -p Reserved = 0
-c a33 -d PIO -r PC_DRV0 -p PD6_SELECT = 5, (default=7)
-c a33 -d PIO -r PC_DRV0 -p PD5_SELECT = 5, (default=7)
-c a33 -d PIO -r PC_DRV0 -p PD4_SELECT = 5, (default=7)
-c a33 -d PIO -r PC_DRV0 -p PD3_SELECT = 5, (default=7)
-c a33 -d PIO -r PC_DRV0 -p PD2_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD15_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD14_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD13_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD12_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD11_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG1 -p PD10_SELECT = 7, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD23_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD22_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD21_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD20_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD19_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG2 -p PD18_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG3 -p PD27_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG3 -p Reserved = 0
-c a33 -d PIO -r PD_CFG3 -p PD26_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG3 -p PD25_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_CFG3 -p PD24_SELECT = 3, (default=7)
-c a33 -d PIO -r PD_DAT -p PD_DAT = 0, (default=0)
-c a33 -d PIO -r PD_DRV0 -p PE7_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE6_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE5_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE4_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE3_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE2_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE1_SELECT = 5, (default=7)
-c a33 -d PIO -r PD_DRV0 -p PE0_SELECT = 5, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE15_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE14_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE13_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE12_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE11_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE10_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE9_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG1 -p PE8_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG2 -p PE17_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG2 -p PE16_SELECT = 7, (default=7)
-c a33 -d PIO -r PE_CFG2 -p PE_DAT = 0, (default=0)
-c a33 -d PIO -r PE_DRV0 -p PF5_SELECT = 5, (default=3)
-c a33 -d PIO -r PE_DRV0 -p PF4_SELECT = 5, (default=7)
-c a33 -d PIO -r PE_DRV0 -p PF3_SELECT = 5, (default=3)
-c a33 -d PIO -r PE_DRV0 -p PF2_SELECT = 5, (default=7)
-c a33 -d PIO -r PE_DRV0 -p PF1_SELECT = 5, (default=3)
-c a33 -d PIO -r PE_DRV0 -p PF0_SELECT = 5, (default=3)
-c a33 -d PIO -r PF_CFG1 -p PF_DAT = 0, (default=0)
-c a33 -d PIO -r PF_DRV0 -p PG7_SELECT = 0, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG6_SELECT = 0, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG5_SELECT = 0, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG4_SELECT = 0, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG3_SELECT = 0, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG2_SELECT = 2, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG1_SELECT = 2, (default=7)
-c a33 -d PIO -r PF_DRV0 -p PG0_SELECT = 2, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG13_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG12_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG11_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG10_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG9_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG1 -p PG8_SELECT = 7, (default=7)
-c a33 -d PIO -r PG_CFG2 -p PG_DAT = 0, (default=0)
-c a33 -d PIO -r PG_DRV0 -p PH7_SELECT = 0, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH6_SELECT = 5, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH5_SELECT = 5, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH4_SELECT = 5, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH3_SELECT = 5, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH2_SELECT = 2, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH1_SELECT = 2, (default=7)
-c a33 -d PIO -r PG_DRV0 -p PH0_SELECT = 2, (default=7)
-c a33 -d PIO -r PH_CFG1 -p PH9_SELECT = 7, (default=7)
-c a33 -d PIO -r PH_CFG1 -p PH8_SELECT = 0, (default=7)
-c a33 -d PIO -r PH_CFG2 -p PH_DAT = 0, (default=0)
-c a33 -d PIO -r PH_DRV0 -p DEB_CLK_PRE_SCALE = 5, (default=0)
-c a33 -d PIO -r PH_DRV0 -p PIO_INT_CLK_SELECT = 1, (default=0)
-c a33 -d PIO -r PG_EINT_CFG0 -p EINT_STATUS = 0, (default=0)
-c a33 -d PIO -r PG_EINT_DEB -p DEB_CLK_PRE_SCALE = 0, (default=0)
-c a33 -d PIO -r PG_EINT_DEB -p PIO_INT_CLK_SELECT = 0, (default=0)
-c a33 -d PIO -r PG_EINT_DEB -p bit = 0, (default=8)
-c a33 -d PIO -r PG_EINT_DEB -p compatible = 0, (default=1537)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM1_RDY = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM0_RDY = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM1_BYPASS = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_PULSE_OUT_START = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_MODE = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_CLK_GATING = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_ACT_STATE = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_EN = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH1_PRESCAL = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=576)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=864)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=1152)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM0_BYPASS = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH0_PUL_START = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CHANNEL0_MODE = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p SCLK_CH0_GATING = 1, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH0_ACT_STA = 0, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH0_EN = 1, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p PWM_CH0_PRESCAL = 15, (default=0)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=576)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=864)
-c a33 -d PWM -r PWM_CTRL_REG -p  = 0, (default=1152)
-c a33 -d PWM -r PWM_CH0_PERIOD -p PWM_CH0_ENTIRE_CYS = 1199
-c a33 -d PWM -r PWM_CH0_PERIOD -p PWM_CH0_ENTIRE_ACT_CYS = 960
-c a33 -d PWM -r PWM_CH1_PERIOD -p PWM_CH1_ENTIRE_CYS = 0
-c a33 -d PWM -r PWM_CH1_PERIOD -p PWM_CH1_ENTIRE_CYS = 0
-c a33 -d RTC -r LOSC_CTRL_REG -p LOSC_AUTO_SWT_EN = 0, (default=1)
-c a33 -d RTC -r LOSC_CTRL_REG -p ALM_DDHHMMSS_ACCE = 0, (default=0)
-c a33 -d RTC -r LOSC_CTRL_REG -p RTC_HHMMSS_ACCE = 0, (default=0)
-c a33 -d RTC -r LOSC_CTRL_REG -p RTC_YYMMDD_ACCE = 0, (default=0)
-c a33 -d RTC -r LOSC_CTRL_REG -p EXT_LOSC_GSM = 0, (default=0)
-c a33 -d RTC -r LOSC_CTRL_REG -p LOSC_SRC_SEL = 1, (default=0)
-c a33 -d RTC -r LOSC_AUTO_SWT_STA_REG -p LOSC_AUTO_SWT_PEND = 0, (default=0)
-c a33 -d RTC -r LOSC_AUTO_SWT_STA_REG -p LOSC_SRC_SEL_STA = 1, (default=0)
-c a33 -d RTC -r INTOSC_CLK_PRESCAL_REG -p INTOSC_CLK_PRESCAL = 20, (default=20)
-c a33 -d RTC -r RTC_YY_MM_DD_REG -p LEAP = 0, (default=0)
-c a33 -d RTC -r RTC_YY_MM_DD_REG -p YEAR = 52
-c a33 -d RTC -r RTC_YY_MM_DD_REG -p MONTH = 11
-c a33 -d RTC -r RTC_YY_MM_DD_REG -p DAY = 11
-c a33 -d RTC -r RTC_HH_MM_SS_REG -p WK_NO = 0, (default=0)
